V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
1001000175.E10	GBM cell 222	Brain	Homo sapiens	1001000175	E10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.D8	GBM cell 223	Brain	Homo sapiens	1001000175	D8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.F10	GBM cell 224	Brain	Homo sapiens	1001000175	F10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.E9	GBM cell 225	Brain	Homo sapiens	1001000175	E9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.F7	GBM cell 226	Brain	Homo sapiens	1001000175	F7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.G3	GBM cell 227	Brain	Homo sapiens	1001000175	G3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.C6	GBM cell 228	Brain	Homo sapiens	1001000175	C6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.E12	GBM cell 229	Brain	Homo sapiens	1001000175	E12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.A12	GBM cell 230	Brain	Homo sapiens	1001000175	A12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000175.A1	GBM cell 231	Brain	Homo sapiens	1001000175	A1	Tumor	BT_S2	8	Immune cell	Regular
1001000175.A8	GBM cell 232	Brain	Homo sapiens	1001000175	A8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000176.A7	GBM cell 233	Brain	Homo sapiens	1001000176	A7	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B9	GBM cell 234	Brain	Homo sapiens	1001000176	B9	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D9	GBM cell 235	Brain	Homo sapiens	1001000176	D9	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G5	GBM cell 236	Brain	Homo sapiens	1001000176	G5	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H3	GBM cell 237	Brain	Homo sapiens	1001000176	H3	Tumor	BT_S2	8	Immune cell	Regular
1001000176.A9	GBM cell 238	Brain	Homo sapiens	1001000176	A9	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G2	GBM cell 239	Brain	Homo sapiens	1001000176	G2	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F10	GBM cell 240	Brain	Homo sapiens	1001000176	F10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F1	GBM cell 241	Brain	Homo sapiens	1001000176	F1	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D7	GBM cell 242	Brain	Homo sapiens	1001000176	D7	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C9	GBM cell 243	Brain	Homo sapiens	1001000176	C9	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B7	GBM cell 244	Brain	Homo sapiens	1001000176	B7	Tumor	BT_S2	7	Immune cell	Regular
1001000176.A5	GBM cell 245	Brain	Homo sapiens	1001000176	A5	Tumor	BT_S2	7	Immune cell	Regular
1001000176.D4	GBM cell 246	Brain	Homo sapiens	1001000176	D4	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F2	GBM cell 247	Brain	Homo sapiens	1001000176	F2	Tumor	BT_S2	8	Immune cell	Regular
1001000176.A10	GBM cell 248	Brain	Homo sapiens	1001000176	A10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C2	GBM cell 249	Brain	Homo sapiens	1001000176	C2	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G11	GBM cell 250	Brain	Homo sapiens	1001000176	G11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E8	GBM cell 251	Brain	Homo sapiens	1001000176	E8	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F12	GBM cell 252	Brain	Homo sapiens	1001000176	F12	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E11	GBM cell 253	Brain	Homo sapiens	1001000176	E11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E3	GBM cell 254	Brain	Homo sapiens	1001000176	E3	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B5	GBM cell 255	Brain	Homo sapiens	1001000176	B5	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D5	GBM cell 256	Brain	Homo sapiens	1001000176	D5	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B10	GBM cell 257	Brain	Homo sapiens	1001000176	B10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D11	GBM cell 258	Brain	Homo sapiens	1001000176	D11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B12	GBM cell 259	Brain	Homo sapiens	1001000176	B12	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E7	GBM cell 260	Brain	Homo sapiens	1001000176	E7	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H7	GBM cell 261	Brain	Homo sapiens	1001000176	H7	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E1	GBM cell 262	Brain	Homo sapiens	1001000176	E1	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G8	GBM cell 263	Brain	Homo sapiens	1001000176	G8	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D3	GBM cell 264	Brain	Homo sapiens	1001000176	D3	Tumor	BT_S2	8	Immune cell	Regular
1001000176.A12	GBM cell 265	Brain	Homo sapiens	1001000176	A12	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G10	GBM cell 266	Brain	Homo sapiens	1001000176	G10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C12	GBM cell 267	Brain	Homo sapiens	1001000176	C12	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B3	GBM cell 268	Brain	Homo sapiens	1001000176	B3	Tumor	BT_S2	7	Immune cell	Regular
1001000176.A8	GBM cell 269	Brain	Homo sapiens	1001000176	A8	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G7	GBM cell 270	Brain	Homo sapiens	1001000176	G7	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D10	GBM cell 271	Brain	Homo sapiens	1001000176	D10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F5	GBM cell 272	Brain	Homo sapiens	1001000176	F5	Tumor	BT_S2	8	Immune cell	Regular
1001000176.A3	GBM cell 273	Brain	Homo sapiens	1001000176	A3	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H11	GBM cell 274	Brain	Homo sapiens	1001000176	H11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H9	GBM cell 275	Brain	Homo sapiens	1001000176	H9	Tumor	BT_S2	7	Immune cell	Regular
1001000176.C5	GBM cell 276	Brain	Homo sapiens	1001000176	C5	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E5	GBM cell 277	Brain	Homo sapiens	1001000176	E5	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H2	GBM cell 278	Brain	Homo sapiens	1001000176	H2	Tumor	BT_S2	8	Immune cell	Regular
1001000176.A1	GBM cell 279	Brain	Homo sapiens	1001000176	A1	Tumor	BT_S2	7	Immune cell	Regular
1001000176.C1	GBM cell 280	Brain	Homo sapiens	1001000176	C1	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F7	GBM cell 281	Brain	Homo sapiens	1001000176	F7	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G3	GBM cell 282	Brain	Homo sapiens	1001000176	G3	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B8	GBM cell 283	Brain	Homo sapiens	1001000176	B8	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C7	GBM cell 284	Brain	Homo sapiens	1001000176	C7	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C11	GBM cell 285	Brain	Homo sapiens	1001000176	C11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D1	GBM cell 286	Brain	Homo sapiens	1001000176	D1	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G4	GBM cell 287	Brain	Homo sapiens	1001000176	G4	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G12	GBM cell 288	Brain	Homo sapiens	1001000176	G12	Tumor	BT_S2	8	Immune cell	Regular
1001000176.A11	GBM cell 289	Brain	Homo sapiens	1001000176	A11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C3	GBM cell 290	Brain	Homo sapiens	1001000176	C3	Tumor	BT_S2	7	Immune cell	Regular
1001000176.E10	GBM cell 291	Brain	Homo sapiens	1001000176	E10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G1	GBM cell 292	Brain	Homo sapiens	1001000176	G1	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E2	GBM cell 293	Brain	Homo sapiens	1001000176	E2	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F9	GBM cell 294	Brain	Homo sapiens	1001000176	F9	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B1	GBM cell 295	Brain	Homo sapiens	1001000176	B1	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H4	GBM cell 296	Brain	Homo sapiens	1001000176	H4	Tumor	BT_S2	8	Immune cell	Regular
1001000176.A4	GBM cell 297	Brain	Homo sapiens	1001000176	A4	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C8	GBM cell 298	Brain	Homo sapiens	1001000176	C8	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C4	GBM cell 299	Brain	Homo sapiens	1001000176	C4	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B11	GBM cell 300	Brain	Homo sapiens	1001000176	B11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H1	GBM cell 301	Brain	Homo sapiens	1001000176	H1	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E9	GBM cell 302	Brain	Homo sapiens	1001000176	E9	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D2	GBM cell 303	Brain	Homo sapiens	1001000176	D2	Tumor	BT_S2	8	Immune cell	Regular
1001000176.G9	GBM cell 304	Brain	Homo sapiens	1001000176	G9	Tumor	BT_S2	8	Immune cell	Regular
1001000176.B4	GBM cell 305	Brain	Homo sapiens	1001000176	B4	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F11	GBM cell 306	Brain	Homo sapiens	1001000176	F11	Tumor	BT_S2	8	Immune cell	Regular
1001000176.F4	GBM cell 307	Brain	Homo sapiens	1001000176	F4	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H10	GBM cell 308	Brain	Homo sapiens	1001000176	H10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D12	GBM cell 309	Brain	Homo sapiens	1001000176	D12	Tumor	BT_S2	8	Immune cell	Regular
1001000176.H8	GBM cell 310	Brain	Homo sapiens	1001000176	H8	Tumor	BT_S2	8	Immune cell	Regular
1001000176.C10	GBM cell 311	Brain	Homo sapiens	1001000176	C10	Tumor	BT_S2	8	Immune cell	Regular
1001000176.E4	GBM cell 312	Brain	Homo sapiens	1001000176	E4	Tumor	BT_S2	7	Immune cell	Regular
1001000176.B2	GBM cell 313	Brain	Homo sapiens	1001000176	B2	Tumor	BT_S2	8	Immune cell	Regular
1001000176.D8	GBM cell 314	Brain	Homo sapiens	1001000176	D8	Tumor	BT_S2	7	Immune cell	Regular
1001000176.A2	GBM cell 315	Brain	Homo sapiens	1001000176	A2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G9	GBM cell 316	Brain	Homo sapiens	1001000177	G9	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B6	GBM cell 317	Brain	Homo sapiens	1001000177	B6	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A8	GBM cell 318	Brain	Homo sapiens	1001000177	A8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D6	GBM cell 319	Brain	Homo sapiens	1001000177	D6	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E11	GBM cell 320	Brain	Homo sapiens	1001000177	E11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G6	GBM cell 321	Brain	Homo sapiens	1001000177	G6	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B10	GBM cell 322	Brain	Homo sapiens	1001000177	B10	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G12	GBM cell 323	Brain	Homo sapiens	1001000177	G12	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B1	GBM cell 324	Brain	Homo sapiens	1001000177	B1	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A6	GBM cell 325	Brain	Homo sapiens	1001000177	A6	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A10	GBM cell 326	Brain	Homo sapiens	1001000177	A10	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E9	GBM cell 327	Brain	Homo sapiens	1001000177	E9	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A2	GBM cell 328	Brain	Homo sapiens	1001000177	A2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C1	GBM cell 329	Brain	Homo sapiens	1001000177	C1	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B7	GBM cell 330	Brain	Homo sapiens	1001000177	B7	Tumor	BT_S2	7	Immune cell	Regular
1001000177.D7	GBM cell 331	Brain	Homo sapiens	1001000177	D7	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F2	GBM cell 332	Brain	Homo sapiens	1001000177	F2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G8	GBM cell 333	Brain	Homo sapiens	1001000177	G8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B12	GBM cell 334	Brain	Homo sapiens	1001000177	B12	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A12	GBM cell 335	Brain	Homo sapiens	1001000177	A12	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E7	GBM cell 336	Brain	Homo sapiens	1001000177	E7	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H1	GBM cell 337	Brain	Homo sapiens	1001000177	H1	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F3	GBM cell 338	Brain	Homo sapiens	1001000177	F3	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C3	GBM cell 339	Brain	Homo sapiens	1001000177	C3	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H5	GBM cell 340	Brain	Homo sapiens	1001000177	H5	Tumor	BT_S2	7	Immune cell	Regular
1001000177.D10	GBM cell 341	Brain	Homo sapiens	1001000177	D10	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C6	GBM cell 342	Brain	Homo sapiens	1001000177	C6	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F5	GBM cell 343	Brain	Homo sapiens	1001000177	F5	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B4	GBM cell 344	Brain	Homo sapiens	1001000177	B4	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C12	GBM cell 345	Brain	Homo sapiens	1001000177	C12	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E1	GBM cell 346	Brain	Homo sapiens	1001000177	E1	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A9	GBM cell 347	Brain	Homo sapiens	1001000177	A9	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F11	GBM cell 348	Brain	Homo sapiens	1001000177	F11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H3	GBM cell 349	Brain	Homo sapiens	1001000177	H3	Tumor	BT_S2	7	Immune cell	Regular
1001000177.G2	GBM cell 350	Brain	Homo sapiens	1001000177	G2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A3	GBM cell 351	Brain	Homo sapiens	1001000177	A3	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H7	GBM cell 352	Brain	Homo sapiens	1001000177	H7	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D1	GBM cell 353	Brain	Homo sapiens	1001000177	D1	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D4	GBM cell 354	Brain	Homo sapiens	1001000177	D4	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C8	GBM cell 355	Brain	Homo sapiens	1001000177	C8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H11	GBM cell 356	Brain	Homo sapiens	1001000177	H11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E3	GBM cell 357	Brain	Homo sapiens	1001000177	E3	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F7	GBM cell 358	Brain	Homo sapiens	1001000177	F7	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G4	GBM cell 359	Brain	Homo sapiens	1001000177	G4	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H2	GBM cell 360	Brain	Homo sapiens	1001000177	H2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B11	GBM cell 361	Brain	Homo sapiens	1001000177	B11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H10	GBM cell 362	Brain	Homo sapiens	1001000177	H10	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G11	GBM cell 363	Brain	Homo sapiens	1001000177	G11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G5	GBM cell 364	Brain	Homo sapiens	1001000177	G5	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E12	GBM cell 365	Brain	Homo sapiens	1001000177	E12	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A7	GBM cell 366	Brain	Homo sapiens	1001000177	A7	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E6	GBM cell 367	Brain	Homo sapiens	1001000177	E6	Tumor	BT_S2	7	Immune cell	Regular
1001000177.F12	GBM cell 368	Brain	Homo sapiens	1001000177	F12	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B8	GBM cell 369	Brain	Homo sapiens	1001000177	B8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C2	GBM cell 370	Brain	Homo sapiens	1001000177	C2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D3	GBM cell 371	Brain	Homo sapiens	1001000177	D3	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B2	GBM cell 372	Brain	Homo sapiens	1001000177	B2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F4	GBM cell 373	Brain	Homo sapiens	1001000177	F4	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G7	GBM cell 374	Brain	Homo sapiens	1001000177	G7	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G10	GBM cell 375	Brain	Homo sapiens	1001000177	G10	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A11	GBM cell 376	Brain	Homo sapiens	1001000177	A11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E8	GBM cell 377	Brain	Homo sapiens	1001000177	E8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H4	GBM cell 378	Brain	Homo sapiens	1001000177	H4	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D12	GBM cell 379	Brain	Homo sapiens	1001000177	D12	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D8	GBM cell 380	Brain	Homo sapiens	1001000177	D8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D5	GBM cell 381	Brain	Homo sapiens	1001000177	D5	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F1	GBM cell 382	Brain	Homo sapiens	1001000177	F1	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E10	GBM cell 383	Brain	Homo sapiens	1001000177	E10	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C4	GBM cell 384	Brain	Homo sapiens	1001000177	C4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000177.F10	GBM cell 385	Brain	Homo sapiens	1001000177	F10	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F6	GBM cell 386	Brain	Homo sapiens	1001000177	F6	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A4	GBM cell 387	Brain	Homo sapiens	1001000177	A4	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C9	GBM cell 388	Brain	Homo sapiens	1001000177	C9	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H6	GBM cell 389	Brain	Homo sapiens	1001000177	H6	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C11	GBM cell 390	Brain	Homo sapiens	1001000177	C11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E2	GBM cell 391	Brain	Homo sapiens	1001000177	E2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B9	GBM cell 392	Brain	Homo sapiens	1001000177	B9	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C5	GBM cell 393	Brain	Homo sapiens	1001000177	C5	Tumor	BT_S2	8	Immune cell	Regular
1001000177.E4	GBM cell 394	Brain	Homo sapiens	1001000177	E4	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G3	GBM cell 395	Brain	Homo sapiens	1001000177	G3	Tumor	BT_S2	8	Immune cell	Regular
1001000177.A5	GBM cell 396	Brain	Homo sapiens	1001000177	A5	Tumor	BT_S2	8	Immune cell	Regular
1001000177.G1	GBM cell 397	Brain	Homo sapiens	1001000177	G1	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D2	GBM cell 398	Brain	Homo sapiens	1001000177	D2	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D9	GBM cell 399	Brain	Homo sapiens	1001000177	D9	Tumor	BT_S2	8	Immune cell	Regular
1001000177.H8	GBM cell 400	Brain	Homo sapiens	1001000177	H8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.F8	GBM cell 401	Brain	Homo sapiens	1001000177	F8	Tumor	BT_S2	8	Immune cell	Regular
1001000177.C7	GBM cell 402	Brain	Homo sapiens	1001000177	C7	Tumor	BT_S2	8	Immune cell	Regular
1001000177.D11	GBM cell 403	Brain	Homo sapiens	1001000177	D11	Tumor	BT_S2	8	Immune cell	Regular
1001000177.B3	GBM cell 404	Brain	Homo sapiens	1001000177	B3	Tumor	BT_S2	8	Immune cell	Regular
1001000178.G8	GBM cell 405	Brain	Homo sapiens	1001000178	G8	Periphery	BT_S2	7	Immune cell	Regular
1001000178.A9	GBM cell 406	Brain	Homo sapiens	1001000178	A9	Periphery	BT_S2	7	Immune cell	Regular
1001000178.B7	GBM cell 407	Brain	Homo sapiens	1001000178	B7	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E5	GBM cell 408	Brain	Homo sapiens	1001000178	E5	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D12	GBM cell 409	Brain	Homo sapiens	1001000178	D12	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F4	GBM cell 410	Brain	Homo sapiens	1001000178	F4	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F10	GBM cell 411	Brain	Homo sapiens	1001000178	F10	Periphery	BT_S2	7	Immune cell	Regular
1001000178.B5	GBM cell 412	Brain	Homo sapiens	1001000178	B5	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D10	GBM cell 413	Brain	Homo sapiens	1001000178	D10	Periphery	BT_S2	7	Immune cell	Regular
1001000178.A12	GBM cell 414	Brain	Homo sapiens	1001000178	A12	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F11	GBM cell 415	Brain	Homo sapiens	1001000178	F11	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E3	GBM cell 416	Brain	Homo sapiens	1001000178	E3	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C4	GBM cell 417	Brain	Homo sapiens	1001000178	C4	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F2	GBM cell 418	Brain	Homo sapiens	1001000178	F2	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F9	GBM cell 419	Brain	Homo sapiens	1001000178	F9	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C9	GBM cell 420	Brain	Homo sapiens	1001000178	C9	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D8	GBM cell 421	Brain	Homo sapiens	1001000178	D8	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C2	GBM cell 422	Brain	Homo sapiens	1001000178	C2	Periphery	BT_S2	7	Immune cell	Regular
1001000178.G1	GBM cell 423	Brain	Homo sapiens	1001000178	G1	Periphery	BT_S2	7	Immune cell	Regular
1001000178.B3	GBM cell 424	Brain	Homo sapiens	1001000178	B3	Periphery	BT_S2	8	Immune cell	Regular
1001000178.A6	GBM cell 425	Brain	Homo sapiens	1001000178	A6	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C10	GBM cell 426	Brain	Homo sapiens	1001000178	C10	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C5	GBM cell 427	Brain	Homo sapiens	1001000178	C5	Periphery	BT_S2	7	Immune cell	Regular
1001000178.B1	GBM cell 428	Brain	Homo sapiens	1001000178	B1	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F8	GBM cell 429	Brain	Homo sapiens	1001000178	F8	Periphery	BT_S2	7	Immune cell	Regular
1001000178.A11	GBM cell 430	Brain	Homo sapiens	1001000178	A11	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C3	GBM cell 431	Brain	Homo sapiens	1001000178	C3	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E1	GBM cell 432	Brain	Homo sapiens	1001000178	E1	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D3	GBM cell 433	Brain	Homo sapiens	1001000178	D3	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C12	GBM cell 434	Brain	Homo sapiens	1001000178	C12	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C7	GBM cell 435	Brain	Homo sapiens	1001000178	C7	Periphery	BT_S2	7	Immune cell	Regular
1001000178.G3	GBM cell 436	Brain	Homo sapiens	1001000178	G3	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E12	GBM cell 437	Brain	Homo sapiens	1001000178	E12	Periphery	BT_S2	7	Immune cell	Regular
1001000178.A8	GBM cell 438	Brain	Homo sapiens	1001000178	A8	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D1	GBM cell 439	Brain	Homo sapiens	1001000178	D1	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F6	GBM cell 440	Brain	Homo sapiens	1001000178	F6	Periphery	BT_S2	7	Immune cell	Regular
1001000178.G5	GBM cell 441	Brain	Homo sapiens	1001000178	G5	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E11	GBM cell 442	Brain	Homo sapiens	1001000178	E11	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F3	GBM cell 443	Brain	Homo sapiens	1001000178	F3	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E8	GBM cell 444	Brain	Homo sapiens	1001000178	E8	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D11	GBM cell 445	Brain	Homo sapiens	1001000178	D11	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D7	GBM cell 446	Brain	Homo sapiens	1001000178	D7	Periphery	BT_S2	8	Immune cell	Regular
1001000178.G7	GBM cell 447	Brain	Homo sapiens	1001000178	G7	Periphery	BT_S2	7	Immune cell	Regular
1001000178.B8	GBM cell 448	Brain	Homo sapiens	1001000178	B8	Periphery	BT_S2	7	Immune cell	Regular
1001000178.D5	GBM cell 449	Brain	Homo sapiens	1001000178	D5	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F1	GBM cell 450	Brain	Homo sapiens	1001000178	F1	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E6	GBM cell 451	Brain	Homo sapiens	1001000178	E6	Periphery	BT_S2	7	Immune cell	Regular
1001000178.C1	GBM cell 452	Brain	Homo sapiens	1001000178	C1	Periphery	BT_S2	7	Immune cell	Regular
1001000178.B6	GBM cell 453	Brain	Homo sapiens	1001000178	B6	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F12	GBM cell 454	Brain	Homo sapiens	1001000178	F12	Periphery	BT_S2	7	Immune cell	Regular
1001000178.E4	GBM cell 455	Brain	Homo sapiens	1001000178	E4	Periphery	BT_S2	7	Immune cell	Regular
1001000178.B10	GBM cell 456	Brain	Homo sapiens	1001000178	B10	Periphery	BT_S2	7	Immune cell	Regular
1001000178.F7	GBM cell 457	Brain	Homo sapiens	1001000178	F7	Periphery	BT_S2	8	Immune cell	Regular
